Season,Team,Lge,GP,G,A,Pts,PIM,+/-,GP_playoffs,G_playoffs,A_playoffs,Pts_playoffs,PIM_playoffs,player_name,position,Min,GA,EN,SO,GAA,W,L,T,Svs,Pct
1996-97,Plzen HC,Czech,9,0,1,1,2,0,--,--,--,--,--,Milan Kraft,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Plzen HC,Czech,16,0,5,5,0,--,1,0,0,0,0,Milan Kraft,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Prince Albert Raiders,WHL,68,40,46,86,32,25,14,7,13,20,6,Milan Kraft,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Prince Albert Raiders,WHL,56,34,35,69,42,-5,6,4,1,5,4,Milan Kraft,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Wilkes-Barre/Scranton Penguins,AHL,40,21,23,44,27,-1,14,12,7,19,6,Milan Kraft,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Pittsburgh Penguins,NHL,42,7,7,14,8,-6,8,0,0,0,2,Milan Kraft,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Wilkes-Barre/Scranton Penguins,AHL,8,4,4,8,10,8,--,--,--,--,--,Milan Kraft,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Pittsburgh Penguins,NHL,68,8,8,16,16,-9,--,--,--,--,--,Milan Kraft,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Wilkes-Barre/Scranton Penguins,AHL,40,13,24,37,28,-16,6,2,4,6,4,Milan Kraft,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Pittsburgh Penguins,NHL,31,7,5,12,10,-8,--,--,--,--,--,Milan Kraft,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Pittsburgh Penguins,NHL,66,19,21,40,18,-22,--,--,--,--,--,Milan Kraft,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Plzen HC,Czech,17,2,4,6,6,2,--,--,--,--,--,Milan Kraft,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Karlovy Vary HC,Czech,35,9,10,19,20,-6,--,--,--,--,--,Milan Kraft,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Omsk Avangard,Russia,29,2,5,7,14,--,--,--,--,--,--,Milan Kraft,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Karlovy Vary HC,Czech,19,7,5,12,16,-3,--,--,--,--,--,Milan Kraft,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Karlovy Vary HC,Czech,25,6,3,9,28,-3,3,0,0,0,8,Milan Kraft,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Karlovy Vary HC,Czech,29,8,4,12,37,-3,19,4,1,5,63,Milan Kraft,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Slavia Praha HC,Czech,21,2,4,6,2,-6,--,--,--,--,--,Milan Kraft,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Chomutov Pirati,Czech,45,9,11,20,12,2,--,--,--,--,--,Milan Kraft,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Vastra Frolunda HC,SEL,49,0,4,4,4,0,4,0,0,0,0,Christian Backman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Vastra Frolunda HC,SEL,27,1,0,1,14,-5,,,,,,Christian Backman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Gislaveds SK,Swe-1,21,5,2,7,8,-2,,,,,,Christian Backman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Vastra Frolunda Jr.,Swe-Jr,6,2,2,4,0,9,,,,,,Christian Backman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Vastra Frolunda HC,SEL,50,1,10,11,32,-6,3,0,2,2,2,Christian Backman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Vastra Frolunda HC,SEL,44,7,4,11,38,10,10,0,0,0,8,Christian Backman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,St. Louis Blues,NHL,4,0,0,0,0,-3,--,--,--,--,--,Christian Backman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Worcester IceCats,AHL,72,8,19,27,66,-2,3,0,1,1,5,Christian Backman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Worcester IceCats,AHL,4,1,2,3,2,3,--,--,--,--,--,Christian Backman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,St. Louis Blues,NHL,66,5,13,18,16,3,5,0,2,2,4,Christian Backman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Frolunda HC,SEL,50,4,15,19,40,29,14,2,7,9,10,Christian Backman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,St. Louis Blues,NHL,52,6,12,18,48,-15,--,--,--,--,--,Christian Backman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,St. Louis Blues,NHL,61,7,11,18,36,13,--,--,--,--,--,Christian Backman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,St. Louis Blues,NHL,45,1,9,10,30,-4,--,--,--,--,--,Christian Backman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,New York Rangers,NHL,18,2,6,8,20,2,8,0,0,0,12,Christian Backman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Columbus Blue Jackets,NHL,56,2,5,7,32,5,--,--,--,--,--,Christian Backman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Frolunda HC,SEL,47,10,18,28,46,11,7,1,2,3,6,Christian Backman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Frolunda HC,SEL,21,4,13,17,8,-1,--,--,--,--,--,Christian Backman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Frolunda HC,SEL,55,11,16,27,48,7,,,,,,Christian Backman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Frolunda HC,SEL,54,7,15,22,36,-4,6,1,3,4,0,Christian Backman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Frolunda HC,SweHL,50,2,5,7,36,4,7,1,1,2,2,Christian Backman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Frolunda HC,SweHL,33,4,3,7,16,3,13,0,2,2,8,Christian Backman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Hull Olympiques,QMJHL,70,3,19,22,112,--,11,1,4,5,16,Jiri Fischer,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Hull Olympiques,QMJHL,65,22,56,78,141,11,23,6,17,23,44,Jiri Fischer,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Detroit Red Wings,NHL,52,0,8,8,45,1,--,--,--,--,--,Jiri Fischer,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Cincinnati Mighty Ducks,AHL,7,0,2,2,10,-2,--,--,--,--,--,Jiri Fischer,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Detroit Red Wings,NHL,55,1,8,9,59,3,5,0,0,0,9,Jiri Fischer,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Cincinnati Mighty Ducks,AHL,18,2,6,8,22,6,--,--,--,--,--,Jiri Fischer,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Detroit Red Wings,NHL,80,2,8,10,67,17,22,3,3,6,30,Jiri Fischer,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Detroit Red Wings,NHL,15,1,5,6,16,0,--,--,--,--,--,Jiri Fischer,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Detroit Red Wings,NHL,81,4,15,19,75,0,11,1,0,1,16,Jiri Fischer,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Liberec Bili Tygri HC,Czech,27,6,12,18,52,15,11,1,4,5,22,Jiri Fischer,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Detroit Red Wings,NHL,22,3,5,8,33,8,--,--,--,--,--,Jiri Fischer,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,London Nationals,WJBHL,Statistics Unavailable,Statistics Unavailable,Statistics Unavailable,Statistics Unavailable,Statistics Unavailable,Statistics Unavailable,,,,,,Mike Van Ryn,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,U. of Michigan,CCHA,38,4,14,18,44,--,,,,,,Mike Van Ryn,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,U. of Michigan,CCHA,37,10,13,23,52,8,,,,,,Mike Van Ryn,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Sarnia Sting,OHL,61,6,35,41,34,-2,7,0,5,5,4,Mike Van Ryn,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,St. Louis Blues,NHL,1,0,0,0,0,-2,--,--,--,--,--,Mike Van Ryn,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Worcester IceCats,AHL,37,3,10,13,12,-2,7,1,1,2,2,Mike Van Ryn,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,St. Louis Blues,NHL,48,2,8,10,18,10,9,0,0,0,0,Mike Van Ryn,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Worcester IceCats,AHL,24,2,7,9,17,8,--,--,--,--,--,Mike Van Ryn,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,St. Louis Blues,NHL,20,0,3,3,8,3,--,--,--,--,--,Mike Van Ryn,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Worcester IceCats,AHL,33,2,8,10,16,-2,--,--,--,--,--,Mike Van Ryn,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,San Antonio Rampage,AHL,11,0,3,3,20,2,3,0,0,0,0,Mike Van Ryn,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Florida Panthers,NHL,79,13,24,37,52,-16,--,--,--,--,--,Mike Van Ryn,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Florida Panthers,NHL,80,8,29,37,90,15,--,--,--,--,--,Mike Van Ryn,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Florida Panthers,NHL,78,4,25,29,64,-5,--,--,--,--,--,Mike Van Ryn,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Florida Panthers,NHL,20,0,2,2,14,-2,--,--,--,--,--,Mike Van Ryn,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Toronto Maple Leafs,NHL,27,3,8,11,14,2,--,--,--,--,--,Mike Van Ryn,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,South Surrey Eagles,BCHL,54,48,76,124,94,--,,,,,,Scott Gomez,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Tri-City Americans,WHL,45,12,37,49,57,--,--,--,--,--,--,Scott Gomez,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Tri-City Americans,WHL,58,30,78,108,55,43,10,6,13,19,31,Scott Gomez,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,New Jersey Devils,NHL,82,19,51,70,78,14,23,4,6,10,4,Scott Gomez,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,New Jersey Devils,NHL,76,14,49,63,46,-1,25,5,9,14,24,Scott Gomez,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,New Jersey Devils,NHL,76,10,38,48,36,-4,--,--,--,--,--,Scott Gomez,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,New Jersey Devils,NHL,80,13,42,55,48,17,24,3,9,12,2,Scott Gomez,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,New Jersey Devils,NHL,80,14,56,70,70,18,5,0,6,6,0,Scott Gomez,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Alaska Aces,ECHL,61,13,73,86,69,26,4,1,3,4,4,Scott Gomez,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,New Jersey Devils,NHL,82,33,51,84,42,8,9,5,4,9,6,Scott Gomez,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,New Jersey Devils,NHL,72,13,47,60,42,7,11,4,10,14,14,Scott Gomez,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,New York Rangers,NHL,81,16,54,70,36,3,10,4,7,11,8,Scott Gomez,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,New York Rangers,NHL,77,16,42,58,60,-2,7,2,3,5,4,Scott Gomez,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Montreal Canadiens,NHL,78,12,47,59,60,1,19,2,12,14,25,Scott Gomez,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Montreal Canadiens,NHL,80,7,31,38,48,-15,7,0,4,4,2,Scott Gomez,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Montreal Canadiens,NHL,38,2,9,11,14,-9,--,--,--,--,--,Scott Gomez,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Alaska Aces,ECHL,11,6,7,13,12,4,--,--,--,--,--,Scott Gomez,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,San Jose Sharks,NHL,39,2,13,15,22,-10,9,0,2,2,6,Scott Gomez,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Florida Panthers,NHL,46,2,10,12,24,-11,--,--,--,--,--,Scott Gomez,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,New Jersey Devils,NHL,58,7,27,34,23,-10,--,--,--,--,--,Scott Gomez,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,St. Louis Blues,NHL,21,1,7,8,4,-4,--,--,--,--,--,Scott Gomez,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Hershey Bears,AHL,18,4,20,24,0,13,--,--,--,--,--,Scott Gomez,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Ottawa Senators,NHL,13,0,1,1,2,-3,--,--,--,--,--,Scott Gomez,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Chicoutimi Sagueneens,QMJHL,65,13,24,37,151,--,21,2,12,14,28,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Chicoutimi Sagueneens,QMJHL,68,50,85,135,266,--,6,3,4,7,10,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Chicoutimi Sagueneens,QMJHL,21,11,15,26,97,-4,--,--,--,--,--,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Acadie-Bathurst Titan,QMJHL,24,14,22,36,102,11,23,14,20,34,84,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Acadie-Bathurst Titan,QMJHL,13,10,11,21,61,10,--,--,--,--,--,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Halifax Mooseheads,QMJHL,59,57,80,137,148,29,10,10,13,23,18,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Springfield Falcons,AHL,17,6,4,10,38,0,--,--,--,--,--,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Springfield Falcons,AHL,66,18,25,43,214,-4,--,--,--,--,--,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Springfield Falcons,AHL,27,15,10,25,50,-1,--,--,--,--,--,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Phoenix Coyotes,NHL,30,10,8,18,30,1,--,--,--,--,--,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Pittsburgh Penguins,NHL,3,0,0,0,2,-5,--,--,--,--,--,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Pittsburgh Penguins,NHL,16,3,2,5,27,-5,--,--,--,--,--,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Wilkes-Barre/Scranton Penguins,AHL,78,26,29,55,119,1,7,0,2,2,18,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Chicago Wolves,AHL,75,34,42,76,165,-3,--,--,--,--,--,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Atlanta Thrashers,NHL,6,0,2,2,6,1,--,--,--,--,--,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Milwaukee Admirals,AHL,57,19,30,49,70,-5,2,0,1,1,6,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Nashville Predators,NHL,13,1,4,5,13,-3,2,0,0,0,0,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Bern SC,Swiss-A,41,20,11,31,56,--,,,,,,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Bern SC,Swiss-A,31,9,20,29,91,21,,,,,,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Rapperswil-Jona,Swiss-A,7,2,5,7,12,-2,,,,,,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Chelyabinsk Traktor,KHL,33,3,8,11,36,-2,--,--,--,--,--,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Rogle BK Angelholm,SEL,10,1,7,8,8,-5,--,--,--,--,--,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Salzburg EC,Austria,48,13,18,31,120,1,,,,,,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Salzburg EC,Austria,48,21,25,46,92,3,6,1,4,5,16,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,JyP HT Jyvaskyla,SM-liiga,56,22,20,42,82,-2,11,0,3,3,32,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,JyP HT Jyvaskyla,SM-liiga,21,3,5,8,29,-3,--,--,--,--,--,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Wolfsburg Grizzly Adams,DEL,24,2,17,19,52,0,10,5,5,10,18,Ramzi Abid,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Kitchener Dutchmen,MwJHL,43,35,41,76,33,--,,,,,,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Belleville Bulls,OHL,64,31,45,76,62,--,10,4,2,6,10,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Belleville Bulls,OHL,63,35,47,82,74,23,21,15,15,30,27,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Belleville Bulls,OHL,66,45,46,91,102,25,16,5,12,17,16,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Kentucky Thoroughblades,AHL,75,32,34,66,63,16,3,0,0,0,0,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Cleveland Barons,AHL,53,21,25,46,54,-6,--,--,--,--,--,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,San Jose Sharks,NHL,66,9,7,16,39,-5,--,--,--,--,--,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Cleveland Barons,AHL,9,3,4,7,16,0,--,--,--,--,--,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,San Jose Sharks,NHL,81,28,19,47,33,5,17,4,6,10,10,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,HV71 Jonkoping,SEL,20,5,0,5,10,-11,--,--,--,--,--,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,San Jose Sharks,NHL,82,56,37,93,58,23,11,4,5,9,8,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,San Jose Sharks,NHL,76,37,32,69,69,11,11,3,3,6,6,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,San Jose Sharks,NHL,69,23,14,37,46,11,13,4,4,8,4,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,San Jose Sharks,NHL,66,12,17,29,59,-3,6,1,1,2,4,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Ottawa Senators,NHL,61,5,9,14,20,-13,1,0,0,0,0,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Binghamton Senators,AHL,25,8,6,14,37,-7,--,--,--,--,--,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Worcester Sharks,AHL,55,18,29,47,14,-11,--,--,--,--,--,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Peoria Rivermen,AHL,70,25,31,56,24,3,--,--,--,--,--,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Oklahoma City Barons,AHL,35,13,19,32,16,6,17,3,9,12,8,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Zagreb Medvescak KHL,KHL,54,19,19,38,40,1,4,0,2,2,8,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Minsk Dynamo,KHL,49,24,24,48,34,9,5,0,1,1,18,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Minsk Dynamo,KHL,54,16,22,38,28,-15,--,--,--,--,--,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-17,Bratislava Slovan,KHL,60,14,26,40,40,1,--,--,--,--,--,Jonathan Cheechoo,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-96,Fort Saskatchewan Traders,AJHL,10,0,2,2,19,--,,,,,,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Spokane Chiefs,WHL,50,0,2,2,65,--,9,0,0,0,6,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Spokane Chiefs,WHL,61,6,16,22,190,--,15,0,3,3,28,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Spokane Chiefs,WHL,71,4,17,21,206,-29,--,--,--,--,--,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Spokane Chiefs,WHL,63,11,22,33,155,11,15,1,4,5,25,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Louisville Panthers,AHL,78,2,5,7,110,-19,--,--,--,--,--,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Florida Panthers,NHL,2,0,0,0,2,-1,--,--,--,--,--,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Utah Grizzlies,AHL,74,3,7,10,88,-7,5,0,1,1,0,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Florida Panthers,NHL,3,0,0,0,0,-2,--,--,--,--,--,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,San Antonio Rampage,AHL,67,0,7,7,107,10,3,0,0,0,0,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,San Antonio Rampage,AHL,51,5,7,12,70,-6,--,--,--,--,--,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Florida Panthers,NHL,4,0,0,0,7,-1,--,--,--,--,--,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Chicago Wolves,AHL,12,0,1,1,25,2,6,0,0,0,19,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Atlanta Thrashers,NHL,2,0,1,1,0,1,--,--,--,--,--,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Chicago Wolves,AHL,33,1,5,6,43,-3,--,--,--,--,--,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Wilkes-Barre/Scranton Penguins,AHL,9,0,1,1,5,-4,1,0,0,0,0,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,KalPa Kuopio,SM-liiga,35,1,5,6,187,-18,--,--,--,--,--,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Asiago HC,Italy-A,3,0,0,0,6,--,6,0,1,1,20,Kyle Rossiter,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Moscow Dynamo,Russia,30,1,4,5,4,--,,,,,,Artem Chubarov,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Moscow Dynamo,Russia,34,8,2,10,10,--,12,0,0,0,4,Artem Chubarov,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Syracuse Crunch,AHL,14,7,6,13,4,5,1,0,0,0,0,Artem Chubarov,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Vancouver Canucks,NHL,49,1,8,9,10,-4,--,--,--,--,--,Artem Chubarov,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Vancouver Canucks,NHL,1,0,0,0,0,-1,--,--,--,--,--,Artem Chubarov,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
